Headlines,Author_Dates,Summaries,Author,Date
PM Modi announces national award in Netaji’s name for disaster relief workers,"PTI - 21 October, 2018",The announcement came on the 75th anniversary of Subhash Chandra Bose's declaration of the formation of India's first independent government.,PTI ," 21 October, 2018"
"The aristocratic, new Jim Corbett of India who has been hired to kill tigress Avni","Sanya Dhingra - 21 October, 2018","As man-animal conflicts increase across the country, his 'skill' becomes more and more indispensable, says celebrity hunter Nawab Shafat Ali Khan.",Sanya Dhingra ," 21 October, 2018"
"Unnao teen has no clue of #MeToo, just wants her ‘rapist’ BJP MLA sacked","Sanya Dhingra - 21 October, 2018",Unnao teen allegedly raped by BJP MLA isn’t interested in knowing about #MeToo movement. Says speaking up has done nothing for her.,Sanya Dhingra ," 21 October, 2018"
Kathua anti-rape crusader accused of rape by JNU student,"Amrita Nayak Dutta - 21 October, 2018",Top lawyer Indira Jaising refuses to represent Kathua anti-rape crusader Talib Hussain in separate case after rape allegations against him surfaced.,Amrita Nayak Dutta ," 21 October, 2018"
How a tweet by an Arunachal Pradesh MP created flood scare in northeast,"Col. Vinayak Bhat (retd) - 20 October, 2018",Ninong Ering’s tweet implied that a barrier dam created on Yarlung Tsanpo as a result of landslide in Tibet would cause floods in Arunachal and Assam.,Col. Vinayak Bhat (retd) ," 20 October, 2018"
2008 Malegaon blast: NIA court rejects Purohit’s plea challenging prosecution under UAPA,"PTI - 20 October, 2018",Special NIA court judge Vinod Padalkar rejected blast case accused Lt Col Shrikant Purohit's plea after his arguments.,PTI ," 20 October, 2018"
No action against driver of Amritsar train that killed 59 at Dussehra event: Minister,"PTI - 20 October, 2018","Railways not at fault in Amritsar and no action will be taken against its driver, says minister of state for railways Manoj Sinha.",PTI ," 20 October, 2018"
Saudi journalist Jamal Khashoggi knew his life was in danger,"Donna Abu-Nasr - 20 October, 2018","Khashoggi was like a man trying to run from a destiny he knew would eventually catch up with him, although he never knew it would cost him his life.",Donna Abu,Nasr 
The LSR graduate who’s a lawyer representing both MJ Akbar and Tarun Tejpal,"Nandita Singh - 20 October, 2018","Senior advocate Geeta Luthra, who did her LLM and M.Phil at Cambridge, says everyone deserves a chance at a fair trial.",Nandita Singh ," 20 October, 2018"
"Early diagnosis, regular exercise and healthy diet could protect you against osteoporosis","Rahiba R. Parveen - 20 October, 2018","On World Osteoporosis Day, doctors say regular physical activity such as walking, running and weight training could help make our bones stronger.",Rahiba R. Parveen ," 20 October, 2018"
What happens in an income tax raid in India,"Mahua Venkatesh - 20 October, 2018",There is no separate operation called an income tax ‘raid’. It’s a blanket term to cover searches and seizures.,Mahua Venkatesh ," 20 October, 2018"
BJP wins 4 districts in South Kashmir urban body polls,"PTI - 20 October, 2018","Congress won 28 of 94 wards, giving it control over at least three municipal bodies.",PTI ," 20 October, 2018"
"No ESMA in DU, Modi govt rolls back decision to curb dissent by university teachers","Kritika Sharma - 20 October, 2018",HRD ministry goes back on plan to make teaching in Delhi University an essential service and punish striking teachers.,Kritika Sharma ," 20 October, 2018"
Railways says it had no idea about the Dussehra function near the train tracks,"PTI - 20 October, 2018",The railways maintains it had no information about the Dussehra function held near the tracks.,PTI ," 20 October, 2018"
This woman from Hyderabad amassed ‘Rs 900 crore’ by conning investors in India & US,"Ananya Bhardwaj - 20 October, 2018","Nowhera Shaik, who peddled different forms of gold investment schemes, was arrested earlier this week after multiple investors called her bluff.",Ananya Bhardwaj ," 20 October, 2018"
Amritsar train tragedy: Congress leader behind Dussehra event hadn’t informed railways,"Chitleen K Sethi - 20 October, 2018",Amritsar Congress leader who organised Dussehra celebrations tells ThePrint he had taken police permission but not informed railways.,Chitleen K Sethi ," 20 October, 2018"
50 killed in Amritsar as train ploughs through crowd watching Ravan effigy burning,"PTI - 19 October, 2018","As the Ravan effigy was lit, a section of the crowd started retreating towards the tracks and were run over by the train.",PTI ," 19 October, 2018"
"Sonam Mahajan calls out ‘harassment, lies and gag order’, Asianet COO alleges extortion","Deeksha Bhardwaj - 19 October, 2018",Mahajan alleges Khare's close association with BJP MP Rajeev Chandrasekhar is protecting him. Khare claims he was approached with 'settlement offers'.,Deeksha Bhardwaj ," 19 October, 2018"
"Sabarimala temple row brings atheist Left face to face with religion, yet again","Ruhi Tewari - 19 October, 2018","To take on BJP's push in Kerala, the CPM has been forced to talk about religion in the latest issue of its mouthpiece 'People's Democracy'.",Ruhi Tewari ," 19 October, 2018"
"We are not source of India’s polio vaccine contamination, says Indonesian drug firm","Himani Chandna - 19 October, 2018",Indonesian firm Bio Farma says test results of bulk vaccine do not indicate presence of type-2 polio virus. Modi govt to widen scope of investigation.,Himani Chandna ," 19 October, 2018"
Police detains activist Trupti Desai ahead of Narendra Modi’s Shirdi visit,"PTI - 19 October, 2018",The Bhumata Ranragini Brigade chief had threatened to block Modi's convoy for not being allowed to meet him.,PTI ," 19 October, 2018"
"Kind employer, father, globetrotter: How his friends know ‘Pink Pants’ Ashish Pandey","Aditi Vatsa - 19 October, 2018","Friends of Ashish Pandey, who made headlines after pulling a gun on a couple at a Delhi five-star hotel, say the media has been unfair to him.",Aditi Vatsa ," 19 October, 2018"
Teaching in Delhi University could soon become an essential service,"Kritika Sharma - 19 October, 2018","HRD Ministry is looking to examine if DU can be brought under ESMA. If implemented, teachers can face arrest or fine if they participate in protests.",Kritika Sharma ," 19 October, 2018"
"ED issues showcause notice to NDTV for ‘forex violations’ to the tune of Rs 4,000 crore","PTI - 19 October, 2018","The ED showcause notice was issued to NDTV founders Prannoy Roy and Radhika Roy, and journalist Vikram Chandra, among few others.",PTI ," 19 October, 2018"
"One Kathua or Nirbhaya doesn’t make India the most unsafe country, says minister Alphons","D.K. Singh - 19 October, 2018",Union Tourism Minister KJ Alphons tells ThePrint that dubbing India most unsafe place for women by “picking one stray incident” is “completely biased reporting”.,D.K. Singh ," 19 October, 2018"
Two women begin trekking up Sabarimala hill even as devotees continue to stage strong protests,"PTI - 19 October, 2018","If the two women succeed, they would be the first women from the menstruating age group to visit the Sabarimala temple after the SC verdict.",PTI ," 19 October, 2018"
Maharashtra has lost two ‘golden opportunities’ to capture man-eating tigress Avni alive,"Sanya Dhingra - 19 October, 2018",A Maharashtra forest officer has alleged that private hunter Nawab Shafaat Ali Khan cost the team two 'golden opportunities' to capture tigress Avni.,Sanya Dhingra ," 19 October, 2018"
Mukesh Ambani has $41 billion more than brother Anil Ambani,"Bhuma Shrivastava - 19 October, 2018",The tale of Mukesh & Anil Ambani’s diverging fortunes began 16 years ago when dad Dhirubhai Ambani died of a stroke without leaving a will.,Bhuma Shrivastava ," 19 October, 2018"
"UN report says India’s fertility rate has halved since 1980, hails achievement","Priyamvada Grover - 18 October, 2018","Decline in fertility rate could be crucial factor in bolstering India's economic growth and have positive impact on ensuring right to health, education & jobs.",Priyamvada Grover ," 18 October, 2018"
Maneka Gandhi urges all political parties to form sexual harassment committees,"PTI - 18 October, 2018",The union minister said she has written to six national parties and 59 regional parties requesting them to form the committees immediately.,PTI ," 18 October, 2018"
Private schools will lose affiliation if they charge extra fees or sell uniforms: CBSE,"Kritika Sharma - 18 October, 2018",CBSE’s revised bylaws say any hidden costs in school's fee structure will now lead to stringent punishment. Teams will visit and assess schools’ quality too.,Kritika Sharma ," 18 October, 2018"
"Maharashtra’s out to kill ‘man-eater’ Avni, but shooting her is supposed to be the last resort","Ritika Jain - 18 October, 2018","Forest department brings in 'expert hunter' to shoot tigress Avni, while two activists file a plea in Bombay high court seeking stay on the elimination order.",Ritika Jain ," 18 October, 2018"
"Editors Guild pledges support to women journalists, asks Akbar to withdraw defamation case","Nandita Singh - 18 October, 2018",Editors Guild says it will help complainants get legal aid if M.J. Akbar does not withdraw case against journalist Priya Ramani or files similar cases against others.,Nandita Singh ," 18 October, 2018"
"Before Modi, Lord Curzon had tried to gag university teachers in 1903 and failed","Kritika Sharma - 18 October, 2018","Curzon, Viceroy of British India, had brought in the Indian Universities Bill to give larger control to the govt, but had to amend it after stiff opposition.",Kritika Sharma ," 18 October, 2018"
BJP latches on to another poll promise it may not be able to keep — expelling ‘infiltrators’,"Ruhi Tewari - 18 October, 2018","BJP's calculation is that illegal migrants is an issue that's still burning, and a
promise it hopes will entice voters to bring them back to power.",Ruhi Tewari ," 18 October, 2018"
"To keep IAF flying, India will pull aircraft from French graveyard","Sujan Dutta - 18 October, 2018","India is the only air force in the world still flying the Jaguar aircraft, and will now ‘cannibalise’ retired aircraft for spare parts.",Sujan Dutta ," 18 October, 2018"
Interpol to issue red corner notice against Mehul Choksi after tough response by ED,"Ananya Bhardwaj - 18 October, 2018","Enforcement Directorate refused to share 'sensitive details' pertaining to the
Rs 13,600-crore fraud, saying that would mean “helping the offender.",Ananya Bhardwaj ," 18 October, 2018"
"Few women, none from banned age group, enter Sabarimala temple amid protests","PTI - 17 October, 2018","Young female devotees hoping to visit Sabarimala temple were turned back as hordes of Hindu right activists besieged the road leading to the temple.

Nilackal:...",PTI ," 17 October, 2018"
These are the groups trying to stop women from entering Sabarimala temple,"Rohini Swamy - 17 October, 2018","From an influential band of Nairs to group of NRIs, there are many who want to stop women from entering Sabarimala temple, despite SC orders.",Rohini Swamy ," 17 October, 2018"
The women who are not for #Metoo in India,"Prerna Chatterjee - 17 October, 2018",A few female journalists and politicians have vehemently opposed and openly criticised the stories narrated by women as part of the #MeToo movement.,Prerna Chatterjee ," 17 October, 2018"
"Not just a bar at Sabarimala, menstruation has got women ostracised & labelled witches","Sandhya Ramesh - 17 October, 2018","It may not be the primary argument, but the age bar at Sabarimala has often been justified as an attempt to keep out ‘impure’ menstruating women.",Sandhya Ramesh ," 17 October, 2018"
Union Minister MJ Akbar resigns over sexual harassment charges,"ThePrint Team - 17 October, 2018",MoS External Affairs MJ Akbar has resigned after several women journalists accused him of sexual harassment.,ThePrint Team ," 17 October, 2018"
Women journalists attacked by protesters near Kerala’s Sabarimala temple,"PTI - 17 October, 2018","Protesters were agitating against the apex court order allowing the entry of women into the Sabarimala temple, and forced women journalists out of their cars",PTI ," 17 October, 2018"
"Woman Lt Gen. takes charge of largest US army command, India still debating their role","Deeksha Bhardwaj - 17 October, 2018","Lt Gen. Laura Richardson will command 776,000 troops & 96,000 civilians in FORSCOM. In India, women were allowed into Territorial Army only this January.",Deeksha Bhardwaj ," 17 October, 2018"
"NCW can’t be a post office: Amid #MeToo campaign, women’s body pulled up for ‘insincerity’","Sanya Dhingra - 17 October, 2018",The NCW has been criticised by the Central Information Commission for ‘washing hands of’ sexual harassment cases.,Sanya Dhingra ," 17 October, 2018"
Delhi High Court ruling saves Jaipur ‘royal family’ a lot of tax,"Ritika Jain - 17 October, 2018","Delhi HC rules that last maharaja of Jaipur had filed returns as ‘Hindu Undivided Family’. So, when the ancestral property is divided, it won’t attract taxes.",Ritika Jain ," 17 October, 2018"
Sushma Swaraj of 2018: A pale shadow of the once firebrand leader,"Ruhi Tewari - 17 October, 2018","The irrelevance of Sushma Swaraj to politics is fast becoming obvious, and her silence on MJ Akbar & MeToo is tellingly reflective of her diminished position.",Ruhi Tewari ," 17 October, 2018"
Modi’s 320 kmph Bullet Train has starting trouble,"Jill Ward - 17 October, 2018",Modi’s showcase infrastructure project is struggling to acquire land as farmers are not happy with the compensation offered.,Jill Ward ," 17 October, 2018"
"Law ministry okays proposal to remove time limit to report child sexual abuse, says Maneka Gandhi","PTI - 16 October, 2018","Women and child development minister Maneka Gandhi wrote to law minister, saying that people should be allowed to lodge their complaint even ‘10-15 years later'.",PTI ," 16 October, 2018"
Godman Rampal sentenced to life imprisonment in two murder cases,"PTI - 16 October, 2018",The victims’ husbands had complained that Rampal and his followers had held their wives captive and murdered them inside Rampal’s ashram in Haryana.,PTI ," 16 October, 2018"
"I’m no revolutionary, says 32-year-old Kerala teacher as she readies for Sabarimala trip","Rohini Swamy - 16 October, 2018","Reshma Nishanth, who is planning a trip with her husband and daughter, claims to have received threats from Ayyappa devotees.",Rohini Swamy ," 16 October, 2018"
NGT slaps Rs 50 crore fine on Delhi govt for not acting on illegal steel units in Wazirpur,"PTI - 16 October, 2018","‘Pickling’ units, which purify steel, are not allowed in residential areas under the Delhi Master Plan, 2021. But Delhi govt didn’t act on NGT orders.",PTI ," 16 October, 2018"
"Allahabad is now ‘Prayagraj’, after Yogi Aditynath’s UP cabinet approves its renaming","PTI - 16 October, 2018","Opposition parties have criticised the decision, which comes ahead of the Kumbh Mela in January next year.",PTI ," 16 October, 2018"
"Son of ex-MP waves pistol, threatens couple at Delhi five-star hotel","Ananya Bhardwaj - 16 October, 2018",Ashish Pandey has been on the run since a complaint by Hyatt staff set Delhi Police on his trail.,Ananya Bhardwaj ," 16 October, 2018"
NHRC turns 25 – and that’s pretty much all it has achieved,"Apurva Vishwanath - 16 October, 2018","India's rights watchdog NHRC — labelled 'toothless tiger' — is swamped with cases but has little resources to address them. This, despite an ‘A’ rating from UN body.",Apurva Vishwanath ," 16 October, 2018"
78% Indians did not report sexual harassment at workplace when they faced it: Survey,"Sanya Dhingra - 16 October, 2018","Survey involved 15,000 respondents from rural and urban India. About 50% who said they were harassed at workplace said it happened during regular work hours.",Sanya Dhingra ," 16 October, 2018"
Karanjawala: Lawyer friend of India’s rich & famous who’s an expert in harassment cases,"Apurva Vishwanath - 16 October, 2018","Raian Karanjawala, who co-founded Karanjawala & Co with wife Manik, has had close friendships & lifelong associations with the big names in business & politics.",Apurva Vishwanath ," 16 October, 2018"
Haryana has not only fought its female foeticide but is also helping Punjab’s girls live,"Chitleen K Sethi - 16 October, 2018","In 2011 census, Haryana had the worst sex ratio (830), while Punjab was second (842). By 2017, Haryana rose to 914, while Punjab only managed 892.",Chitleen K Sethi ," 16 October, 2018"
"Haryana farmers sorry for poor Delhi air, but say stubble burning is a compulsion","Priyamvada Grover - 16 October, 2018","Since Haryana farmers know they are being watched by authorities, many have begun to burn paddy straw at night.",Priyamvada Grover ," 16 October, 2018"
Young women police officers don’t want to be posted at Sabarimala and offend Ayyappa,"Rohini Swamy - 16 October, 2018",Kerala is bracing for a showdown at Sabarimala Wednesday when several young women expected to visit the temple as many others get ready to resist the move.,Rohini Swamy ," 16 October, 2018"
"IIT-Bombay tops first QS India University Rankings, IISc Bengaluru second","Neelam Pandey - 16 October, 2018","QS has launched its first India-specific rankings, in which 7 of the top 10 are IITs. Universities of Hyderabad & Delhi also feature in the 10.",Neelam Pandey ," 16 October, 2018"
Meet the most considerate pickpockets in India,"PTI - 15 October, 2018","Pickpockets in Chennai drop off wallets in postboxes after taking money from them, but let ID cards remain intact.",PTI ," 15 October, 2018"
"Alok Nath files Re 1 defamation suit against Vinta Nanda, who accused him of rape","PTI - 15 October, 2018","Apart from suing her for defamation, actor Alok Nath has also demanded an apology from writer-director Vinta Nanda.",PTI ," 15 October, 2018"
Delhi’s toxic Badarpur power plant shuts down but it may now pose fresh risk,"Priyamvada Grover - 15 October, 2018",Charged panels at the Badarpur power plant are likely to pose a fire hazard once officials leave.,Priyamvada Grover ," 15 October, 2018"
Assam CM Sonowal hails life sentence for 7 Indian Army men involved in 1994 fake encounter,"PTI - 15 October, 2018",Sarbananda Sonowal said the sentence would strengthen people's faith in the judiciary and the Indian Army,PTI ," 15 October, 2018"
Chetan Bhagat posts ‘Miss u kiss u’ defence against Ira Trivedi’s sexual harassment charge,"Nandita Singh - 15 October, 2018","Chetan Bhagat tweets screenshot of Ira Trivedi’s email as proof she continued speaking to him in affectionate terms, 3 years after he allegedly harassed her.",Nandita Singh ," 15 October, 2018"
MJ Akbar sues Priya Ramani for criminal defamation over sexual harassment allegations,"Ritika Jain - 15 October, 2018","M.J. Akbar's plea accuses Priya Ramani of 'willfully, deliberately, intentionally and maliciously defaming the complainant'.",Ritika Jain ," 15 October, 2018"
"2.77 crore cases pending in India’s lower courts, 25% of them in Uttar Pradesh","Nandita Singh - 15 October, 2018","As CJI Ranjan Gogoi tries to streamline India's judicial system, a look at the National Judicial Data Grid will help him focus on a few key states.",Nandita Singh ," 15 October, 2018"
"Franco Mulakkal, the bishop accused of Kerala nun’s rape, gets bail","PTI - 15 October, 2018",Kerala High Court has granted Bishop Franco Mulakkal conditional bail. The conditions include the bishop surrendering his passport.,PTI ," 15 October, 2018"
"Govt to tweak MPhil & PhD admission rules, now exam will hold more weight than interview","Neelam Pandey - 15 October, 2018","Under current rules, the exam for admission to MPhil and PhD courses in central universities only serves as a qualifying role for the interview stage.",Neelam Pandey ," 15 October, 2018"
Kejriwal govt wants board punished for ‘casteist & racist’ exam for teachers’ recruitment,"Rajgopal Singh - 15 October, 2018","The Kejriwal govt has clarified that the Delhi Subordinate Services Selection Board, which set the paper, fell under the lieutenant governor's charge.",Rajgopal Singh ," 15 October, 2018"
Delhi court grants bail to Naveen Jindal & 14 others accused in Jharkhand coal scam case,"PTI - 15 October, 2018",Special Judge Bharat Parashar granted relief to the 15 accused on a personal bond of Rs 1 lakh and one surety of the like amount.,PTI ," 15 October, 2018"
"Underwater cameras, underground sensors: India goes hi-tech to secure Bangladesh border","Ananya Bhardwaj - 15 October, 2018",Pilot project in Assam will replace physical security mechanism with a technical set up. It will be inaugurated by home minister Rajnath Singh next month.,Ananya Bhardwaj ," 15 October, 2018"
There are just 40 foreign teachers at IITs despite govt’s big push for global faculty,"Kritika Sharma - 15 October, 2018",HRD ministry wants higher education institutes like IITs to have 20% international faculty. But the figure is just about 1% at IITs.,Kritika Sharma ," 15 October, 2018"
Six-month extension to ED chief Karnal Singh challenged in Supreme Court,"Maneesh Chhibber - 15 October, 2018","The PIL has questioned the Modi government’s motivations in extending Karnal Singh’s two-year term, which would go against SC orders for a fixed term.",Maneesh Chhibber ," 15 October, 2018"
"#MeToo: Filmmaker Nishtha Jain alleges Vinod Dua harassed her in 1989, he denies","Sanya Dhingra - 14 October, 2018","Jain says the incident occurred when Dua interviewed her for a job. Dua denies the allegation, says he’ll issue a statement Monday.",Sanya Dhingra ," 14 October, 2018"
"MJ Akbar won’t resign, calls all #MeToo allegations political vendetta","Sanya Dhingra - 14 October, 2018","Junior foreign minister MJ Akbar vows to take legal action for what he calls ‘accusations against evidence’, which have been spreading like ‘viral fever’.",Sanya Dhingra ," 14 October, 2018"
Bengaluru’s informal water markets are a view of the future,"Georgina Drew - 14 October, 2018","Families in Bengaluru outskirts must piece together drinking water from communal supplies, intermittently available tap water, and 'water ATMs'.v",Georgina Drew ," 14 October, 2018"
Good news for Delhi? Sharp reduction in stubble burning incidents in Punjab & Haryana,"Chitleen K Sethi - 14 October, 2018","The state governments’ initiative to reduce the practice of stubble burning, which is said to cause the smog in Delhi-NCR, seems to have worked...",Chitleen K Sethi ," 14 October, 2018"
"After legal win, Sec 377 petitioner Keshav Suri launches foundation to share LGBT stories","Simrin Sirur - 14 October, 2018","The launch of the Keshav Suri Foundation saw five panel discussions on how corporates, the media, and politics can be widened to include LGBTQIA people.",Simrin Sirur ," 14 October, 2018"
"MJ Akbar returns home amid pressure to resign, says will release statement later","PTI - 14 October, 2018",Akbar is facing sexual harassment allegations by several women as part of the #MeToo movement and pressure has been increasing on the government to sack him.,PTI ," 14 October, 2018"
Taiwan turns to Mahatma Gandhi to cement cultural ties with India,"Manasi Phadke - 14 October, 2018","Besides portraying Gandhi’s life and ideology, the Taiwanese govt has also displayed information on India’s cultural and heritage sites in an exhibition.",Manasi Phadke ," 14 October, 2018"
"Soon: Sign-language interpreters at all government meetings, workshops","Amrita Nayak Dutta - 14 October, 2018",The ministry of social justice has written to all ministries to implement the move as part of a larger push to address India’s lacking services for the disabled.,Amrita Nayak Dutta ," 14 October, 2018"
"At chat with Rahul Gandhi, current & ex-HAL employees say ‘hurt by govt jibe’ on Rafale","Rohini Swamy - 14 October, 2018",Nirmala Sitharaman had said recently that the UPA-era deal for 126 Rafales had fallen through because HAL did not have the capability to make the jets.,Rohini Swamy ," 14 October, 2018"
"Maids, drivers and peons now have an HR consultant in Mumbai","Regina Mihindukulasuriya - 14 October, 2018","Meenakshi Gupta Jain launched Helper4U — an online platform — to link Mumbai’s domestic workers with jobs, and to stop sexual and financial exploitation.",Regina Mihindukulasuriya ," 14 October, 2018"
"Wish #MeToo had started sooner, says judge who accused retired HC justice of harassment","Ritika Jain - 14 October, 2018","Ms X, as the judge is publicly known, claimed in 2014 that a Madhya Pradesh High Court judge asked her to dance on an item song at a function in his house.",Ritika Jain ," 14 October, 2018"
"Centre to ignore Khattar, appoint four lawyers as Punjab & Haryana High Court judges","Maneesh Chhibber - 14 October, 2018",The Supreme Court had also overlooked the objection raised by Haryana chief minister Manohar Lal Khattar to candidates from Punjab.,Maneesh Chhibber ," 14 October, 2018"
"Whoever faces sexual harassment at work should report it immediately, says Kirron Kher","PTI - 13 October, 2018","Weighing in on #MeToo, BJP MP Kirron Kher said sexual harassment was a result of society's patriarchal mindset.",PTI ," 13 October, 2018"
Only 39.49% voter turnout in the third phase of civic polls in Kashmir,"PTI - 13 October, 2018","Though 151 wards were to go to polls in the third phase in the Valley, voting was held only in 40.",PTI ," 13 October, 2018"
"As BCCI CEO Rahul Johri is accused of sexual harassment, a test for Vinod Rai","ThePrint Team - 13 October, 2018",The allegations against BCCI CEO Rahul Johri come days after Vinod Rai was accused of covering up sexual harassment in the cricket body.,ThePrint Team ," 13 October, 2018"
#MeToo: The Times of India editor KR Sreenivas resigns after sexual harassment allegations,"Sanya Dhingra - 13 October, 2018","K.R. Sreenivas, the resident editor of The Times of India Hyderabad edition, has been accused by multiple women of predatory behaviour.",Sanya Dhingra ," 13 October, 2018"
"Women’s rights body leading #MeToo in Kashmir alleges backlash, blackmail","Rahiba R. Parveen - 13 October, 2018",Kashmir Women’s Collective released a list of alleged perpetrators this week that named some high-profile Kashmiris as alleged sexual harassers.,Rahiba R. Parveen ," 13 October, 2018"
Mother of teen says plea to reinstate Sabarimala bar on women offensive to Lord Ayyappa,"Ritika Jain - 13 October, 2018","The mother has moved the top court, saying the petitioners' argument — that a 10-year-old’s presence will affect the celibacy of Lord Ayyappa — was offensive.",Ritika Jain ," 13 October, 2018"
Gautam Gambhir & Omar Abdullah spar on Twitter after Mannan Wani encounter,"Sujan Dutta - 13 October, 2018",Gautam Gambhir had tweeted after the MannanWani encounter that the radicalisation of educated youth represented a failure of the political class.,Sujan Dutta ," 13 October, 2018"
"Government says Zika not yet an ‘outbreak’, deploys 258 teams to contain the spread","Himani Chandna - 13 October, 2018","In India's third tryst with the disease, as many as 50 cases of Zika infection have been reported from Jaipur since September.",Himani Chandna ," 13 October, 2018"
"Days before MeToo, Vinod Rai was accused of covering up sexual harassment by BCCI colleague","Amrita Nayak Dutta - 13 October, 2018","The secretary of the Cricket Association of Bihar, Aditya Verma, wrote twice to Vinod Rai, threatening to move Supreme Court if BCCI failed to initiate action.",Amrita Nayak Dutta ," 13 October, 2018"
"India is winning the battle against HIV, but poor sex workers are slowing it down","Himani Chandna - 13 October, 2018","India has registered a steep decline in new cases as well as HIV-related deaths, but a study has warned that sex workers remain vulnerable to the deadly virus.",Himani Chandna ," 13 October, 2018"
Pursuing #MeToo cases legally faces a big hurdle – the law,"Sanya Dhingra - 13 October, 2018",Sexual Harassment at Workplace law does not allow complaints to be filed more than three months after the incident.,Sanya Dhingra ," 13 October, 2018"
"Inside story of the hunt for Najeeb Ahmed, the JNU student who disappeared into thin air","Ananya Bhardwaj - 13 October, 2018","Najeeb Ahmed is said to have left his JNU hostel on 15 October 2016, hours after a scuffle with ABVP members. Now, CBI is set to declare him 'untraced'.",Ananya Bhardwaj ," 13 October, 2018"
Supreme Court collegium recommends chief justices for 5 high courts,"Ritika Jain - 12 October, 2018","The collegium, headed by CJI Ranjan Gogoi, filled the vacancies in the Calcutta, Sikkim, Gauhati, Bombay and Uttarakhand high courts.",Ritika Jain ," 12 October, 2018"
"AMU students organise funeral for slain Hizbul militant Mannan Wani, 2 booked for sedition","Kritika Sharma - 12 October, 2018","A group of Kashmiri students organised the funeral Thursday evening, but were stopped by other students and AMU authorities.",Kritika Sharma ," 12 October, 2018"
Panel of senior judges & legal experts plan to look into #MeToo complaints: Maneka Gandhi,"PTI - 12 October, 2018",Minister for women and child development said she believes in the pain and trauma behind every single complainant.,PTI ," 12 October, 2018"
Tata Motors sends its chief of communications on leave amid allegations of sexual harassment,"P. R. Sanjai - 12 October, 2018",Tata Motors sent the executive on leave after a journalist posted screenshots on her Twitter account of allegations against him.,P. R. Sanjai ," 12 October, 2018"
"Alumni of top Delhi school say sexual harassment, misogyny rampant on campus","Nandita Singh - 12 October, 2018","Alumni of Delhi Public School RK Puram have accused staff of sexual harassment and teachers of cracking rape jokes. What can we say, asks school.",Nandita Singh ," 12 October, 2018"
"#MeToo is necessary but not the final answer, says judge behind Vishakha Guidelines","Sanya Dhingra - 12 October, 2018",Former SC judge Sujata Manohar says the law needs to classify different kinds of sexual misconduct and specify types of punishment for them even years later.,Sanya Dhingra ," 12 October, 2018"
Air India flight from Trichy hits a wall & then flies for 4 hours before landing,"PTI - 12 October, 2018",Passengers on a Dubai-bound Air India Express flight had a miraculous escape when their aircraft's wheels hit a perimeter wall during take off.,PTI ," 12 October, 2018"
"On World Arthritis Day, doctors ask India’s elderly to seek timely treatment","Rahiba R. Parveen - 12 October, 2018","Doctors suggest highly nutritious diet, rich in calcium and protein, and less junk food at a young age to prevent arthritis.",Rahiba R. Parveen ," 12 October, 2018"
Diktat for teachers at central universities like JNU & DU: Can’t criticise govt,"Kritika Sharma - 12 October, 2018",University Grants Commission says all educational institutions taking funds from the Central govt will now come under rules that disallow protest.,Kritika Sharma ," 12 October, 2018"
ED officer probing Punjab drug haul cases withdraws resignation days after quitting,"Chitleen K Sethi - 12 October, 2018",ED officer Niranjan Singh had questioned Akali Dal leader Bikram Singh Majithia in connection with one of the drug haul cases.,Chitleen K Sethi ," 12 October, 2018"
Trio of Amrapali directors to spend time in police custody at four-star Noida hotel,"Ritika Jain - 12 October, 2018","Directors of the real estate giant Amrapali are under the Supreme Court's scanner for allegedly diverting money invested by homebuyers.

New Delhi: The Supreme Court...",Ritika Jain ," 12 October, 2018"
Modi govt left with little wiggle room as #MeToo allegations stack up against MJ Akbar,"Jyoti Malhotra - 12 October, 2018",The first indication that the tide may be turning against MJ Akbar came Thursday after a tweet by top RSS leader Dattatreya Hosabale.,Jyoti Malhotra ," 12 October, 2018"
How Ram Manohar Lohia mobilised support for Quit India Movement through underground work,"Ratnadeep Choudhary - 12 October, 2018","On his 51st death anniversary, ThePrint looks back at the life and times of the socialist icon who fought against the British rule and worked for social reforms.",Ratnadeep Choudhary ," 12 October, 2018"
This MBA-turned-IRS officer is curing Modi’s ailing scheme for affordable medicines,"Himani Chandna - 12 October, 2018",New CEO Sachin Singh has brought in sweeping changes to the scam-tainted govt agency handling the jan aushadhi scheme.,Himani Chandna ," 12 October, 2018"
"Engineer dies of ‘heart attack’ on ship, wife wants CBI probe after finding ‘cuts’ on body","Sanya Dhingra - 12 October, 2018","Hong Kong-based firm says Sanjay Chaudhary died of cardiac arrest, but his wife claims there were ‘unusual marks’ on his body and key evidence destroyed.",Sanya Dhingra ," 12 October, 2018"
Gujarat has a new worry after migrants flee — lack of security,"Regina Mihindukulasuriya - 12 October, 2018","Among the estimated 50,000 migrants who have fled Gujarat are hundreds of security guards who protected residential colonies, malls, banks.",Regina Mihindukulasuriya ," 12 October, 2018"
CBSE does away with separate 33% criteria as pass mark for class 10,"Neelam Pandey - 11 October, 2018",The CBSE waiver — which will now hold for all subsequent class 10 board exams — will kick in from 2019.,Neelam Pandey ," 11 October, 2018"
Another version of Dassault statement on Rafale shows it wasn’t forced to pick Reliance,"Sujan Dutta - 11 October, 2018",New version of Dassault statement indicates it may have been misinterpreted as being forced to pick Reliance Defence for Rafale offsets.,Sujan Dutta ," 11 October, 2018"
