Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
bjp-led assam govt approves r 600 crore farm loan waiver,decision come backdrop debt woe farmer major issue run lok sabha election,PTI ,12/18/2018,18,12,2018,1,neutral,negative,0.0,1.0,0.0,0.02,0.27,0.71,0,1,0,1,0,0
bombay high court order fadnavis govt urgent step check pollution godavari,godavari river allegedly polluted kumbh mela held nashik 2015 religious event,PTI ,12/18/2018,18,12,2018,1,neutral,negative,0.01,0.53,0.46,0.0,0.02,0.98,0,1,0,1,0,0
cbi examines hyderabad-based businessman bribery case rakesh asthana,sana statement formed basis bribery case cbi special director rakesh asthana,PTI ,12/18/2018,18,12,2018,1,neutral,neutral,0.0,0.98,0.02,0.01,0.82,0.17,0,1,0,0,1,0
govt order restructuring income tax dept & review fresh cadre,central board direct tax ordered creation panel senior official accomplish task month,PTI ,12/18/2018,18,12,2018,1,positive,neutral,0.78,0.18,0.04,0.05,0.93,0.02,0,0,1,0,1,0
india lost nearly 500 elephant unnatural factor 2013,490 death recorded past 5 year half death — 267 — occurred electrocution,Sanya Dhingra ,12/18/2018,18,12,2018,1,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
ia association hit viral video show bjp mla threatening civil servant,ia association praised officer garima singh ‘ standing firm ’ face bjp mla udaybhan singh ’ s threat,Deeksha Bhardwaj ,12/18/2018,18,12,2018,1,neutral,neutral,0.0,0.73,0.27,0.08,0.71,0.21,0,1,0,0,1,0
niti aayog chief rajiv kumar want state improve ease business,kumar say measure needed bring large section working unorganised sector formal stream,Mahua Venkatesh ,12/18/2018,18,12,2018,1,positive,negative,0.86,0.14,0.0,0.03,0.31,0.66,0,0,1,1,0,0
angel investor & irs officer say civil servant throttling india startup scene,venktesh shukla leading angel investor say india civil service officer ‘ worst ’ devise startup policy,Regina Mihindukulasuriya ,12/18/2018,18,12,2018,1,neutral,negative,0.0,0.97,0.03,0.0,0.0,1.0,0,1,0,1,0,0
cabinet okay change aadhaar optional new bank account mobile connection,cabinet approved change telegraph act prevention money laundering act ( pmla ) aadhaar-linking optional,PTI ,12/18/2018,18,12,2018,1,neutral,neutral,0.01,0.99,0.0,0.0,1.0,0.0,0,1,0,0,1,0
bangladesh beat india 60 slot wef gender gap ranking,bangladesh ranked 48 wef gender gap report india stand 108,Simrin Sirur ,12/18/2018,18,12,2018,1,neutral,neutral,0.01,0.99,0.0,0.0,0.98,0.02,0,1,0,0,1,0
sajjan kumar got away ‘ conspiracy commit murder ’ year ago,delhi trial court clear congress leader sajjan kumar 1984 anti-sikh riot case closer look judgment,Ananya Bhardwaj ,12/17/2018,17,12,2018,0,negative,neutral,0.0,0.01,0.99,0.01,0.51,0.48,1,0,0,0,1,0
fadnavis step help saira banu seek meeting pm dilip kumar ’ s bungalow,city-based builder falsely claimed ownership plot kumar bungalow built pali hill mumbai,PTI ,12/17/2018,17,12,2018,0,neutral,neutral,0.08,0.92,0.0,0.01,0.51,0.48,0,1,0,0,1,0
special court decide ‘ fugitive economic offender ’ tag vijay mallya dec 26,enforcement directorate seeking declaration tag confiscation mallya property,PTI ,12/17/2018,17,12,2018,0,negative,neutral,0.0,0.29,0.71,0.01,0.97,0.02,1,0,0,0,1,0
4 gave fight succeeded putting sajjan kumar jail,lawyer h.s phoolka & r.s cheema 1984 victim jagdish kaur & nirpreet kaur key legal battle sent sajjan kumar jail life,Deeksha Bhardwaj ,12/17/2018,17,12,2018,0,negative,negative,0.0,0.0,1.0,0.0,0.21,0.79,1,0,0,1,0,0
tamil nadu activist appeal supreme court sterlite order,ngt set aside tamil nadu govt order closing copper factory centre violent protest alleged pollution earlier year,Manasi Phadke ,12/17/2018,17,12,2018,0,neutral,negative,0.01,0.98,0.01,0.0,0.0,1.0,0,1,0,1,0,0
13 trapped meghalaya coal feared dead rescue effort 5 day remain futile,5 day meghalaya effort trace trapped miner fails yield result 13 miner reportedly trapped meghalaya east jaintia hill district,PTI ,12/17/2018,17,12,2018,0,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
hamid ansari indian accused spying set free pakistan jail 3 year,ansari convicted military court possessing fake pakistani identity card 15 december 2015,Fatima Khan ,12/17/2018,17,12,2018,0,positive,negative,0.39,0.25,0.36,0.0,0.03,0.97,0,0,1,1,0,0
slipped pollution delhi city admits government,environment ministry official say government couldn ’ t properly implement plan stubble burning sc ban firecracker,Priyamvada Grover ,12/17/2018,17,12,2018,0,negative,negative,0.01,0.06,0.93,0.0,0.26,0.74,1,0,0,1,0,0
cyclone phethai hit andhra coast today heavy rain forecast bengal odisha,cyclone phethai disrupted train flight northern andhra coast landfall amaravati/kolkata/bhubaneswar cyclone 'phethai ' landfall east godavari district ...,PTI ,12/17/2018,17,12,2018,0,negative,neutral,0.0,0.15,0.85,0.0,0.91,0.09,1,0,0,0,1,0
congress give breach privilege notice house parliament rafale deal,congress demanded answer government claiming provided incorrect information supreme court rafale deal,PTI ,12/17/2018,17,12,2018,0,negative,negative,0.04,0.29,0.67,0.0,0.04,0.96,1,0,0,1,0,0
karnataka civil society group want govt dump iskcon ngo onion-garlic row,iskcon ngo akshaya patra partner midday meal scheme opposed use kitchen staple onion & garlic food,Rohini Swamy ,12/17/2018,17,12,2018,0,negative,neutral,0.02,0.18,0.8,0.0,0.99,0.01,1,0,0,0,1,0
sajjan kumar verdict delhi hc brings ‘ mass killing ’ gujarat mumbai &,delhi high court say lack law “ genocide ” india remains loophole need addressed urgently,Deeksha Bhardwaj ,12/17/2018,17,12,2018,0,negative,negative,0.0,0.49,0.51,0.09,0.33,0.58,1,0,0,1,0,0
single journalist got fresh govt accreditation march,pib panel grant central government accreditation journalist met reconstituted march ex-i & b minister smriti irani,Amrita Nayak Dutta ,12/17/2018,17,12,2018,0,positive,neutral,0.68,0.1,0.22,0.01,0.98,0.01,0,0,1,0,1,0
fresh bill introduced lok sabha triple talaq penal offence,bill practice tripe talaq muslim penal offence replace ordinance issued september,PTI ,12/17/2018,17,12,2018,0,neutral,neutral,0.18,0.78,0.04,0.01,0.9,0.09,0,1,0,0,1,0
editor guild india call kerala govt bid leash medium ‘ assault press freedom ’,kerala govt directive bar journalist approaching cm minister etc state ’ s information public relation department,Nandita Singh ,12/17/2018,17,12,2018,0,neutral,neutral,0.13,0.74,0.13,0.0,0.99,0.01,0,1,0,0,1,0
ashok gehlot sworn rajasthan cm sachin pilot deputy,congress leader ashok gehlot sachin pilot head new government rajasthan taking vasundhara raje-led administration,PTI ,12/17/2018,17,12,2018,0,neutral,neutral,0.0,0.99,0.01,0.0,1.0,0.0,0,1,0,0,1,0
congress leader sajjan kumar sentenced life 1984 anti-sikh riot case,delhi high court overturned acquittal sajjan kumar 1984 anti-sikh riot case convicted conspiracy commit murder,PTI ,12/17/2018,17,12,2018,0,neutral,negative,0.02,0.62,0.36,0.0,0.01,0.99,0,1,0,1,0,0
"modi govt blocked 2,388 website 2018 stopped collecting data arrest 66a",ministry informs parliament website blocked objectionable content lack data arrest section 66a draw flak activist,Nandita Singh ,12/17/2018,17,12,2018,0,negative,negative,0.01,0.36,0.63,0.0,0.01,0.99,1,0,0,1,0,0
"hrd ministry panel want institute eminence r 1,000 crore boost research",empowered expert committee say fund general research pool grant available institution based performance,"Amandeep Shukla, HT ",12/17/2018,17,12,2018,0,neutral,neutral,0.26,0.73,0.01,0.04,0.96,0.0,0,1,0,0,1,0
modi govt hike penalty cruelty animal 120 time,"fine set rise r 6,000 meagre r 50 current law",Sanya Dhingra ,12/17/2018,17,12,2018,0,negative,positive,0.0,0.05,0.95,0.68,0.31,0.01,1,0,0,0,0,1
parliamentary panel summon ag cag rafale member kharge ’ s proposal,rahul gandhi said comptroller auditor general report shared parliamentary panel headed mallikarjun kharge,PTI ,12/16/2018,16,12,2018,6,neutral,neutral,0.0,1.0,0.0,0.02,0.93,0.05,0,1,0,0,1,0
ngt order sterlite copper plan approach tamil nadu govt resume tuticorin operation,tamil nadu govt earlier ordered closure company tuticorin unit pollution concern,PTI ,12/16/2018,16,12,2018,6,neutral,negative,0.0,1.0,0.0,0.01,0.23,0.76,0,1,0,1,0,0
editor guild back shillong time hc notice urge judge tolerant,guild express grave concern meghalaya hc notice paper ’ s editor report court ’ s judge allegedly granting benefit,Mahua Venkatesh ,12/16/2018,16,12,2018,6,neutral,negative,0.34,0.6,0.06,0.09,0.38,0.53,0,1,0,1,0,0
green movement set clash populist pollution cut,growing backlash emerging worldwide deeper cut fossil fuel emission,Jeremy Hodges ,12/16/2018,16,12,2018,6,negative,negative,0.01,0.29,0.7,0.03,0.36,0.61,1,0,0,1,0,0
president sirisena reinstates wickremesinghe prime minister end sri lanka crisis,president sirisena earlier fired wickremesinghe 26 october replacing president mahinda rajapaksa,Anusha Ondaatjie ,12/16/2018,16,12,2018,6,negative,negative,0.04,0.18,0.78,0.0,0.0,1.0,1,0,0,1,0,0
raebareli modi attack congress defence deal say bjp ‘ quattrocchi uncle ’,sonia gandhi ’ s constituency modi accused congress aligning force want weaken india defence force,PTI ,12/16/2018,16,12,2018,6,negative,negative,0.02,0.24,0.74,0.0,0.27,0.73,1,0,0,1,0,0
modi go sonia gandhi ’ s raebareli accuses previous govts neglecting,modi didn ’ t party criticised past govts neglecting sonia ’ s raebareli & said govt committed development,PTI ,12/16/2018,16,12,2018,6,negative,negative,0.0,0.06,0.94,0.01,0.03,0.96,1,0,0,1,0,0
mizoram small offer big lesson peacemaking,time focused fifth state went vote richness diversity given india,Shekhar Gupta ,12/16/2018,16,12,2018,6,neutral,neutral,0.1,0.88,0.02,0.24,0.7,0.06,0,1,0,0,1,0
"hc dismisses vodafone ’ s plea seeking refund r 4,759 crore i-t dept",delhi hc declined grant relief vodafone saying substantial outstanding demand pending company,PTI ,12/16/2018,16,12,2018,6,neutral,positive,0.0,0.98,0.02,0.62,0.36,0.02,0,1,0,0,0,1
vijay mallya ’ s stud farm karnataka selling horse stay afloat,vijay mallya owned top-rated kunigal stud farm 1988 escape london struggling financially & facing foreclosure,Rohini Swamy ,12/16/2018,16,12,2018,6,neutral,neutral,0.01,0.99,0.0,0.0,0.94,0.06,0,1,0,0,1,0
sabarimala-like crisis brewing kerala,neyyar tribals arm hc verdict allows woman trekker agasthyarkoodam peak believe abode celibate god,Rohini Swamy ,12/16/2018,16,12,2018,6,negative,neutral,0.01,0.05,0.94,0.02,0.98,0.0,1,0,0,0,1,0
tamil nadu challenge ngt order reopen sterlite copper plant supreme court,ngt ordered reopening sterlite plant tuticorin saying tnpcb adopted hyper technical approach shut,PTI ,12/15/2018,15,12,2018,5,neutral,neutral,0.03,0.97,0.0,0.02,0.71,0.27,0,1,0,0,1,0
woman aren ’ t ready combat role raise kid – army chief gen. rawat,series sexist comment indian army chief gen. rawat talked maternity leave woman officer separate hut frontline,Amrita Nayak Dutta ,12/15/2018,15,12,2018,5,neutral,negative,0.0,0.99,0.01,0.0,0.03,0.97,0,1,0,1,0,0
separate process rank smaller university future say javadekar,speaking goa university convocation javadekar said education input-led outcome-based,PTI ,12/15/2018,15,12,2018,5,neutral,neutral,0.01,0.97,0.02,0.01,0.98,0.01,0,1,0,0,1,0
modi govt asks supreme court correct ‘ misinterpretation ’ storm rafale order,government file application saying supreme court misinterpreted note causing controversy 'rectified ',Ritika Jain ,12/15/2018,15,12,2018,5,neutral,negative,0.08,0.91,0.01,0.01,0.2,0.79,0,1,0,1,0,0
separatist 3-day strike kashmir killing 7 civilian,seven civilian killed security force opened fire protester near encounter site pulwama district,PTI ,12/15/2018,15,12,2018,5,negative,negative,0.0,0.04,0.96,0.0,0.0,1.0,1,0,0,1,0,0
ngt asks tamil nadu allow reopening controversial sterlite copper facility,sterlite copper smelter tuticorin shut violent protest ended killing 13 people police firing,Manasi Phadke ,12/15/2018,15,12,2018,5,neutral,negative,0.01,0.83,0.16,0.0,0.0,1.0,0,1,0,1,0,0
bug gave developer broader access user photo say facebook,"bug fixed involved 6.8 million user 1,500 apps",Krista Gmelich ,12/15/2018,15,12,2018,5,negative,neutral,0.03,0.46,0.51,0.04,0.92,0.04,1,0,0,0,1,0
ashoka university slammed teaching ‘ anti-hindu anti-brahmin ’ book,right-wing activist & troll targeted ashoka university & professor teaching graphic novel ‘ gardener wasteland ’,Nandita Singh ,12/15/2018,15,12,2018,5,negative,negative,0.01,0.17,0.82,0.0,0.22,0.78,1,0,0,1,0,0
sexual exploitation woman crime jammu kashmir — india,jammu kashmir brings amendment state law 'sextortion ' non-bailable crime punishment year,Rahiba R. Parveen ,12/15/2018,15,12,2018,5,negative,negative,0.0,0.06,0.94,0.08,0.22,0.7,1,0,0,1,0,0
amid rafale row parliamentary panel slam hal failure provide required tejas jet,panel headed congress leader mallikarjun kharge reported insufficiency affecting airforce combat potential,PTI ,12/15/2018,15,12,2018,5,negative,neutral,0.0,0.5,0.5,0.0,0.99,0.01,1,0,0,0,1,0
soldier killed 3 militant gunned encounter j & k ’ s pulwama,search operation launched security force pulwama sirnoo village turned encounter militant opened fire security personnel,PTI ,12/15/2018,15,12,2018,5,negative,neutral,0.01,0.0,0.99,0.14,0.8,0.06,1,0,0,0,1,0
woman ground indigo flight ‘ bomb ’ tip turn false alarm,mumbai-lucknow flight delayed hour woman claimed bomb plane showed photo alleged suspect,PTI ,12/15/2018,15,12,2018,5,negative,negative,0.01,0.02,0.97,0.0,0.0,1.0,1,0,0,1,0,0
meghalaya hc judge about-turn ‘ hindu nation ’ cpi ( m ) threatens impeachment,justice s.r sen say secularism indian constitution basic structure – cpi ( m ) said considering impeaching,Ritika Jain ,12/15/2018,15,12,2018,5,neutral,neutral,0.0,0.51,0.49,0.02,0.92,0.06,0,1,0,0,1,0
investigation alleges j & j knew powder cancer-causing asbestos hid info,reuters investigation report johnson & johnson talc powder released friday j & j rejected finding report,Sandhya Ramesh ,12/15/2018,15,12,2018,5,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
birthday tribute tn seshan man alongside god indian politician feared,chief election commissioner t.n seshan turn 86 today credited cleaning indian electoral system 1990 & 1996,Sanya Dhingra ,12/15/2018,15,12,2018,5,negative,neutral,0.02,0.08,0.9,0.02,0.97,0.01,1,0,0,0,1,0
sc ’ s rafale verdict shocking disappointing shourie yashwant & bhushan,petitioner supreme court taken ‘ dangerous step condoning total disregard procedure ’,Ritika Jain ,12/14/2018,14,12,2018,4,negative,negative,0.0,0.0,1.0,0.0,0.04,0.96,1,0,0,1,0,0
sc dismisses petition seeking re-examine asthana ’ s appointment cbi special director,chief justice ranjan gogoi said case parameter indicated decision supreme court,PTI ,12/14/2018,14,12,2018,4,neutral,neutral,0.01,0.99,0.0,0.01,0.98,0.01,0,1,0,0,1,0
congress challenge modi govt jpc probe rafale deal,statement came supreme court dismissed petition seeking investigation alleged irregularity rafale deal,PTI ,12/14/2018,14,12,2018,4,neutral,negative,0.02,0.98,0.0,0.0,0.03,0.97,0,1,0,1,0,0
r & aw chief anil kumar dhasmana ib director rajiv jain 6-month extension,extension tide men new government take charge middle year,Jyoti Malhotra ,12/14/2018,14,12,2018,4,neutral,neutral,0.01,0.99,0.0,0.01,0.99,0.0,0,1,0,0,1,0
1 4 new chhattisgarh mlas criminal record 3 4 crorepatis,according analysis carried electoral watchdog adr 68 incoming mlas congress asset worth average r 11.83 crore,Ifrah Mufti ,12/14/2018,14,12,2018,4,neutral,neutral,0.0,0.96,0.04,0.03,0.94,0.03,0,1,0,0,1,0
justice s.r sen think pm modi save india ‘ islamisation ’,justice s.r sen teacher lawyer serf judge meghalaya high court,Ritika Jain ,12/14/2018,14,12,2018,4,positive,neutral,0.82,0.14,0.04,0.03,0.94,0.03,0,0,1,0,1,0
individual perception ’ t basis fishing enquiry supreme court said rafale deal,read text supreme court judgment cleared rafale deal dismissed petition seeking review process,ThePrint Team ,12/14/2018,14,12,2018,4,neutral,negative,0.04,0.93,0.03,0.01,0.08,0.91,0,1,0,1,0,0
modi govt ’ s love ayurveda undermining ancient medicinal system,spurt spurious ayurveda drug government eased regulatory mechanism raising question efficacy safety,Himani Chandna ,12/14/2018,14,12,2018,4,positive,neutral,0.97,0.02,0.01,0.01,0.97,0.02,0,0,1,0,1,0
institute eminence tag start fight modi govt panel hrd ministry,panel want 30 institute coveted institute eminence tag hrd ministry want stick original shortlist 20,Kritika Sharma ,12/14/2018,14,12,2018,4,negative,neutral,0.0,0.03,0.97,0.01,0.99,0.0,1,0,0,0,1,0
rafale deal doesn ’ t need scrutinised rule supreme court,relief modi govt supreme court dismissed petition seeking court-monitored probe alleged scam rafale deal,Ritika Jain ,12/14/2018,14,12,2018,4,neutral,negative,0.17,0.81,0.02,0.01,0.15,0.84,0,1,0,1,0,0
rafale controversy sc pronounce verdict today plea probing deal france,bench headed chief justice ranjan gogoi reserved verdict batch plea november 14,PTI ,12/14/2018,14,12,2018,4,neutral,neutral,0.07,0.7,0.23,0.01,0.96,0.03,0,1,0,0,1,0
autonomy worry mind rbi board meet new governor,18-member rbi board expected discus proposal modi govt closer supervision central bank,Anirban Nag ,12/14/2018,14,12,2018,4,neutral,neutral,0.2,0.66,0.14,0.0,1.0,0.0,0,1,0,0,1,0
upsc invited fresh application lateral entry ia,lateral entry scheme announced june held far amid upsc ’ s struggle ‘ sketchy ’ application,Sanya Dhingra ,12/14/2018,14,12,2018,4,neutral,negative,0.32,0.67,0.01,0.0,0.04,0.96,0,1,0,1,0,0
ia officer worst possible start political career,bjp chief amit shah outgoing chhattisgarh cm raman singh campaigned political debut o.p choudhary raipur district collector quit august,Moushumi Das Gupta ,12/13/2018,13,12,2018,3,negative,neutral,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,1,0
fadnavis respond supreme court ’ s notice plea pending criminal case,sc notice admit plea seeking annulment election state assembly alleged non-disclosure pending criminal case,PTI ,12/13/2018,13,12,2018,3,negative,negative,0.02,0.29,0.69,0.02,0.15,0.83,1,0,0,1,0,0
sc stay meghalaya hc ultimatum indigo spicejet launch flight shillong,indigo spicejet moved court meghalaya high court airline notice flight connecting umroi airport near shillong metro,Ritika Jain ,12/13/2018,13,12,2018,3,neutral,neutral,0.0,1.0,0.0,0.0,0.98,0.02,0,1,0,0,1,0
interpol issue red corner notice mehul choksi say cbi,"choksi taken citizenship antigua company allegedly cheated punjab national bank r 7,000 crore",PTI ,12/13/2018,13,12,2018,3,neutral,negative,0.02,0.9,0.08,0.0,0.01,0.99,0,1,0,1,0,0
khalistani extremism listed alongside al qaeda canada terror threat list,justin trudeau administration drawn censure india allegedly courting khalistani radical,Anirudh Bhattacharyya ,12/13/2018,13,12,2018,3,negative,neutral,0.0,0.01,0.99,0.0,0.82,0.18,1,0,0,0,1,0
meghalaya hc judge say india ’ ve hindu country asks modi govt ‘ save ’,justice s.r sen invoked partition related bloodshed historical issue ask modi govt ‘ save country people ’,Ritika Jain ,12/12/2018,12,12,2018,2,neutral,neutral,0.48,0.49,0.03,0.11,0.74,0.15,0,1,0,0,1,0
editor guild india suspends mj akbar tarun tejpal,akbar tejpal accused sexual harassment rape editor guild sought response time india editor gautam adhikari,ThePrint Team ,12/12/2018,12,12,2018,2,neutral,negative,0.0,1.0,0.0,0.0,0.02,0.98,0,1,0,1,0,0
modi govt mess policy treat rare disease want redo,modi government tell hc re-frame policy realised health state subject hadn ’ t sought approval state,Himani Chandna ,12/12/2018,12,12,2018,2,negative,neutral,0.07,0.26,0.67,0.01,0.98,0.01,1,0,0,0,1,0
nota outscoring political heavyweight india,nota got vote party bsp sp & cpi ( m ) state poll current law 99 % nota vote defeat candidate,Kritika Sharma ,12/12/2018,12,12,2018,2,neutral,negative,0.03,0.87,0.1,0.01,0.08,0.91,0,1,0,1,0,0
yogi govt alleges scam nutrition scheme kid give contract ‘ tainted ’ firm,yogi adityanath govt given contract firm accused supplying poor quality food child,Krishna Kant ,12/12/2018,12,12,2018,2,negative,negative,0.0,0.0,1.0,0.0,0.01,0.99,1,0,0,1,0,0
rape victim treated ‘ untouchable ’ don ’ t disclose identity sc,court directs medium reveal identity victim rape sexual assault 'even remote manner ' tell police ...,PTI ,12/11/2018,11,12,2018,1,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
indigo flight make emergency landing kolkata plane engulfed mid-air smoke,incident latest series glitch airbus a320 neo plane pratt & whitney engine,PTI ,12/11/2018,11,12,2018,1,neutral,negative,0.0,0.99,0.01,0.0,0.1,0.9,0,1,0,1,0,0
policeman shot dead terrorist j & k ’ s shopian district,cop injured attack guard room south kashmir terrorist walked away weapon policeman,PTI ,12/11/2018,11,12,2018,1,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
urjit patel seen india ’ s hero martyr,indian newspaper nearly unanimous blaming modi government impinging rbi ’ s autonomy,Vrishti Beniwal ,12/11/2018,11,12,2018,1,positive,negative,0.41,0.39,0.2,0.02,0.09,0.89,0,0,1,1,0,0
rbi governor early candidate,step prime minister narendra modi appoint interim governor,Vrishti Beniwal ,12/11/2018,11,12,2018,1,neutral,positive,0.06,0.93,0.01,0.79,0.21,0.0,0,1,0,0,0,1
sohrabuddin sheikh case witness want verdict stayed say allowed depose,rizwana khan wife azam khan alleged aide sohrabuddin sheikh said entire family threatened,Ritika Jain ,12/11/2018,11,12,2018,1,neutral,negative,0.12,0.73,0.15,0.01,0.15,0.84,0,1,0,1,0,0
cheap painless vaccine patch available india couple year,adhesive bandage-like patch deliver dosage 0.5 ml locally sourced cost check,Himani Chandna ,12/11/2018,11,12,2018,1,positive,neutral,0.92,0.05,0.03,0.01,0.99,0.0,0,0,1,0,1,0
economist surjit bhalla resigns prime minister ’ s economic advisory council,surjit bhalla part-time member economic advisory council prime minister headed bibek debroy,PTI ,12/11/2018,11,12,2018,1,neutral,neutral,0.09,0.71,0.2,0.17,0.81,0.02,0,1,0,0,1,0
elated uk court decision vijay mallya ousted cbi spl director rakesh asthana,rakesh asthana led sit vijay mallya skipped hearing case say uk court upheld integrity investigator,Ananya Bhardwaj ,12/10/2018,10,12,2018,0,neutral,neutral,0.03,0.97,0.0,0.03,0.55,0.42,0,1,0,0,1,0
vijay mallya extradited india rule uk court,vijay mallya face extradition india stand trial charge money laundering london uk court monday ordered vijay mallya extradition ...,PTI ,12/10/2018,10,12,2018,0,neutral,neutral,0.01,0.99,0.0,0.0,1.0,0.0,0,1,0,0,1,0
need cooperation govt & opposition parliament function smoothly pm modi,opposition expected press joint parliamentary committee probe rafale jet deal ‘ misuse ’ probe agency rbi autonomy said all-party meet,PTI ,12/10/2018,10,12,2018,0,neutral,negative,0.22,0.59,0.19,0.01,0.3,0.69,0,1,0,1,0,0
professor mushirul hasan ‘ shah jahan jamia ’ dy 69,professor mushirul hasan vice-chancellor delhi ’ s jamia millia islamia known work nehru gandhi jinnah,Kritika Sharma ,12/10/2018,10,12,2018,0,negative,neutral,0.01,0.13,0.86,0.01,0.99,0.0,1,0,0,0,1,0
rajdeep ravish fear tv debate ‘ day far ’ s stabbing air ’,fisticuffs bjp ’ s gaurav bhatia sp ’ s anurag bhadoria journalist rajdeep sardesai ravish kumar hit deteriorating tv news debate,Shailaja Bajpai ,12/10/2018,10,12,2018,0,negative,negative,0.0,0.0,1.0,0.01,0.29,0.7,1,0,0,1,0,0
ex-info panel commissioner writes president stop modi govt ‘ attempt dilute rti ’,sridhar acharyulu request president ram nath kovind ensure modi govt hire retired bureaucrat time maintains cic independence,Sanya Dhingra ,12/10/2018,10,12,2018,0,neutral,neutral,0.01,0.83,0.16,0.01,0.99,0.0,0,1,0,0,1,0
asiya andrabi kashmir ’ s woman separatist dreamt marrying mujahid,asiya andrabi currently nia custody delhi tihar jail openly claimed brand separatism religious nature,Ananya Bhardwaj ,12/10/2018,10,12,2018,0,neutral,neutral,0.23,0.71,0.06,0.01,0.77,0.22,0,1,0,0,1,0
electricity-for-all target shrink india modi ’ s deadline nears,modi set electrify nearly 40 million home year fulfill campaign promise reliable electricity citizen,Rajesh Kumar Singh ,12/10/2018,10,12,2018,0,neutral,neutral,0.02,0.94,0.04,0.01,0.99,0.0,0,1,0,0,1,0
ed ‘ digging dirt ’ joint director rajeshwar singh seek info lawyer close,‘ build case ’ rajeshwar singh ed want info advocate r.s gill appeared case related baba ramdev ipl team owner & sahara,Maneesh Chhibber ,12/10/2018,10,12,2018,0,neutral,neutral,0.13,0.74,0.13,0.02,0.97,0.01,0,1,0,0,1,0
document mentioned list claim form ’ t submitted inclusion nrc,claim reconsideration eligibility based document submitted document mentioned list & b claim form,PTI ,12/9/2018,9,12,2018,6,neutral,neutral,0.0,0.99,0.01,0.0,0.76,0.24,0,1,0,0,1,0
nrc cost 30 lakh people right vote official,10 lakh people total 40 lakh excluded nr draft submitted application inclusion name list assam citizen,PTI ,12/9/2018,9,12,2018,6,positive,neutral,0.83,0.11,0.06,0.01,0.98,0.01,0,0,1,0,1,0
india ’ s answer sexual harassment work passed day 2013,sexual harassment woman workplace act kicked 9 december 2013 late countless woman,Simrin Sirur ,12/9/2018,9,12,2018,6,negative,negative,0.0,0.07,0.93,0.01,0.12,0.87,1,0,0,1,0,0
woman challenge nizamuddin dargah ban place ‘ dead naked ’,woman law student cited ajmer sharif dargah example bar having basis islamic scripture,Sanya Dhingra ,12/9/2018,9,12,2018,6,negative,neutral,0.0,0.0,1.0,0.03,0.74,0.23,1,0,0,0,1,0
nsa need intelligence czar say head defence intel agency,lt gen. kamal davar ( retd ) say nsa ’ s decision-making advisory capacity far larger significant merely coordinator intelligence,Amrita Nayak Dutta ,12/9/2018,9,12,2018,6,neutral,neutral,0.0,0.98,0.02,0.0,0.99,0.01,0,1,0,0,1,0
jailed tihar lcd tv facial & sip jaljeera,response delhi high court notice superintendent tihar ’ s central jail no.1 said item allowed obtained ...,Ritika Jain ,12/9/2018,9,12,2018,6,neutral,neutral,0.01,0.96,0.03,0.0,0.97,0.03,0,1,0,0,1,0
chasing high foreigner ‘ vanishing ’ himachal ’ s parvati valley,year 21 foreigner disappeared trace region best known scenic beauty risky trek ...,Ashwani Sharma ,12/9/2018,9,12,2018,6,neutral,positive,0.02,0.82,0.16,0.93,0.05,0.02,0,1,0,0,0,1
lawyer welcome witness protection scheme rue case failed help,supreme court recently approved witness protection scheme drawn home ministry ordered immediate implementation,Ritika Jain ,12/9/2018,9,12,2018,6,negative,neutral,0.15,0.16,0.69,0.32,0.68,0.0,1,0,0,0,1,0
3 police officer transferred bulandshahr violence,bulandshahr ssp replaced adg intelligence submitted report violence alleged cow slaughter claimed life police officer youth,PTI ,12/8/2018,8,12,2018,5,negative,negative,0.0,0.01,0.99,0.0,0.06,0.94,1,0,0,1,0,0
month modicare launch 74 % specialist doctor post found vacant rural india,health ministry data say 74 % specialist doctor position rural area lying vacant doctor blame poor infrastructure pay,Himani Chandna ,12/8/2018,8,12,2018,5,neutral,negative,0.04,0.83,0.13,0.0,0.0,1.0,0,1,0,1,0,0
cbi treat christian michel ensure vijay mallya & nirav modi extradited,cbi belief allegation custodial misbehaviour michel hurt effort extradite fugitive vijay mallya & nirav modi,Ananya Bhardwaj ,12/8/2018,8,12,2018,5,neutral,negative,0.03,0.97,0.0,0.0,0.01,0.99,0,1,0,1,0,0
iits jnu institute eminence 2nd list raghuram rajan-backed university make cut,govt-appointed panel recommends 19 educational institution hrd ministry final early week,Kritika Sharma ,12/8/2018,8,12,2018,5,neutral,neutral,0.1,0.87,0.03,0.01,0.99,0.0,0,1,0,0,1,0
